event,dur_ms,cache_hit,candidates,dim,faces,index_available,limit,media,query_cache_hit,query_faces,ran,raw_len,results,session,size,translated_len,used_hnsw,vectors
dino_encode,251.0,,,,,,,content://media/external/images/media/1000009718,,,,,,embed-full-1772435836100,,,,
face_encode,220.0,,,,4,,,content://media/external/images/media/1000009718,,,,,,embed-full-1772435836100,,,,
clip_encode,437.0,,,,,,,content://media/external/images/media/1000009717,,,,,,embed-full-1772435836100,,,,
dino_encode,207.0,,,,,,,content://media/external/images/media/1000009717,,,,,,embed-full-1772435836100,,,,
face_encode,282.0,,,,6,,,content://media/external/images/media/1000009717,,,,,,embed-full-1772435836100,,,,
clip_encode,427.0,,,,,,,content://media/external/images/media/1000009716,,,,,,embed-full-1772435836100,,,,
dino_encode,180.0,,,,,,,content://media/external/images/media/1000009716,,,,,,embed-full-1772435836100,,,,
face_encode,105.0,,,,1,,,content://media/external/images/media/1000009716,,,,,,embed-full-1772435836100,,,,
clip_encode,417.0,,,,,,,content://media/external/images/media/1000009715,,,,,,embed-full-1772435836100,,,,
dino_encode,177.0,,,,,,,content://media/external/images/media/1000009715,,,,,,embed-full-1772435836100,,,,
face_encode,146.0,,,,1,,,content://media/external/images/media/1000009715,,,,,,embed-full-1772435836100,,,,
clip_encode,422.0,,,,,,,content://media/external/images/media/1000009712,,,,,,embed-full-1772435836100,,,,
dino_encode,197.0,,,,,,,content://media/external/images/media/1000009712,,,,,,embed-full-1772435836100,,,,
face_encode,143.0,,,,3,,,content://media/external/images/media/1000009712,,,,,,embed-full-1772435836100,,,,
clip_encode,423.0,,,,,,,content://media/external/images/media/1000009711,,,,,,embed-full-1772435836100,,,,
dino_encode,203.0,,,,,,,content://media/external/images/media/1000009711,,,,,,embed-full-1772435836100,,,,
face_encode,151.0,,,,3,,,content://media/external/images/media/1000009711,,,,,,embed-full-1772435836100,,,,
clip_encode,409.0,,,,,,,content://media/external/images/media/1000009710,,,,,,embed-full-1772435836100,,,,
dino_encode,185.0,,,,,,,content://media/external/images/media/1000009710,,,,,,embed-full-1772435836100,,,,
face_encode,148.0,,,,3,,,content://media/external/images/media/1000009710,,,,,,embed-full-1772435836100,,,,
clip_encode,410.0,,,,,,,content://media/external/images/media/1000009709,,,,,,embed-full-1772435836100,,,,
dino_encode,230.0,,,,,,,content://media/external/images/media/1000009709,,,,,,embed-full-1772435836100,,,,
face_encode,81.0,,,,1,,,content://media/external/images/media/1000009709,,,,,,embed-full-1772435836100,,,,
clip_encode,411.0,,,,,,,content://media/external/images/media/1000009708,,,,,,embed-full-1772435836100,,,,
dino_encode,201.0,,,,,,,content://media/external/images/media/1000009708,,,,,,embed-full-1772435836100,,,,
face_encode,147.0,,,,3,,,content://media/external/images/media/1000009708,,,,,,embed-full-1772435836100,,,,
clip_encode,452.0,,,,,,,content://media/external/images/media/1000009707,,,,,,embed-full-1772435836100,,,,
dino_encode,209.0,,,,,,,content://media/external/images/media/1000009707,,,,,,embed-full-1772435836100,,,,
face_encode,117.0,,,,2,,,content://media/external/images/media/1000009707,,,,,,embed-full-1772435836100,,,,
clip_encode,407.0,,,,,,,content://media/external/images/media/1000009706,,,,,,embed-full-1772435836100,,,,
dino_encode,193.0,,,,,,,content://media/external/images/media/1000009706,,,,,,embed-full-1772435836100,,,,
face_encode,211.0,,,,5,,,content://media/external/images/media/1000009706,,,,,,embed-full-1772435836100,,,,
clip_encode,417.0,,,,,,,content://media/external/images/media/1000009705,,,,,,embed-full-1772435836100,,,,
dino_encode,204.0,,,,,,,content://media/external/images/media/1000009705,,,,,,embed-full-1772435836100,,,,
face_encode,171.0,,,,3,,,content://media/external/images/media/1000009705,,,,,,embed-full-1772435836100,,,,
clip_encode,425.0,,,,,,,content://media/external/images/media/1000009704,,,,,,embed-full-1772435836100,,,,
dino_encode,247.0,,,,,,,content://media/external/images/media/1000009704,,,,,,embed-full-1772435836100,,,,
face_encode,120.0,,,,2,,,content://media/external/images/media/1000009704,,,,,,embed-full-1772435836100,,,,
clip_encode,417.0,,,,,,,content://media/external/images/media/1000009703,,,,,,embed-full-1772435836100,,,,
dino_encode,230.0,,,,,,,content://media/external/images/media/1000009703,,,,,,embed-full-1772435836100,,,,
face_encode,83.0,,,,1,,,content://media/external/images/media/1000009703,,,,,,embed-full-1772435836100,,,,
clip_encode,425.0,,,,,,,content://media/external/images/media/1000009702,,,,,,embed-full-1772435836100,,,,
dino_encode,192.0,,,,,,,content://media/external/images/media/1000009702,,,,,,embed-full-1772435836100,,,,
face_encode,95.0,,,,1,,,content://media/external/images/media/1000009702,,,,,,embed-full-1772435836100,,,,
clip_encode,393.0,,,,,,,content://media/external/images/media/1000009701,,,,,,embed-full-1772435836100,,,,
dino_encode,177.0,,,,,,,content://media/external/images/media/1000009701,,,,,,embed-full-1772435836100,,,,
face_encode,132.0,,,,2,,,content://media/external/images/media/1000009701,,,,,,embed-full-1772435836100,,,,
clip_encode,391.0,,,,,,,content://media/external/images/media/1000009700,,,,,,embed-full-1772435836100,,,,
dino_encode,171.0,,,,,,,content://media/external/images/media/1000009700,,,,,,embed-full-1772435836100,,,,
face_encode,114.0,,,,1,,,content://media/external/images/media/1000009700,,,,,,embed-full-1772435836100,,,,
clip_encode,510.0,,,,,,,content://media/external/images/media/1000009699,,,,,,embed-full-1772435836100,,,,
dino_encode,249.0,,,,,,,content://media/external/images/media/1000009699,,,,,,embed-full-1772435836100,,,,
face_encode,75.0,,,,0,,,content://media/external/images/media/1000009699,,,,,,embed-full-1772435836100,,,,
clip_encode,370.0,,,,,,,content://media/external/images/media/1000009698,,,,,,embed-full-1772435836100,,,,
dino_encode,157.0,,,,,,,content://media/external/images/media/1000009698,,,,,,embed-full-1772435836100,,,,
face_encode,134.0,,,,2,,,content://media/external/images/media/1000009698,,,,,,embed-full-1772435836100,,,,
clip_encode,485.0,,,,,,,content://media/external/images/media/1000009697,,,,,,embed-full-1772435836100,,,,
dino_encode,156.0,,,,,,,content://media/external/images/media/1000009697,,,,,,embed-full-1772435836100,,,,
face_encode,108.0,,,,1,,,content://media/external/images/media/1000009697,,,,,,embed-full-1772435836100,,,,
clip_encode,497.0,,,,,,,content://media/external/images/media/1000009696,,,,,,embed-full-1772435836100,,,,
dino_encode,247.0,,,,,,,content://media/external/images/media/1000009696,,,,,,embed-full-1772435836100,,,,
face_encode,72.0,,,,0,,,content://media/external/images/media/1000009696,,,,,,embed-full-1772435836100,,,,
clip_encode,371.0,,,,,,,content://media/external/images/media/1000009695,,,,,,embed-full-1772435836100,,,,
dino_encode,160.0,,,,,,,content://media/external/images/media/1000009695,,,,,,embed-full-1772435836100,,,,
face_encode,94.0,,,,1,,,content://media/external/images/media/1000009695,,,,,,embed-full-1772435836100,,,,
clip_encode,426.0,,,,,,,content://media/external/images/media/1000009694,,,,,,embed-full-1772435836100,,,,
dino_encode,194.0,,,,,,,content://media/external/images/media/1000009694,,,,,,embed-full-1772435836100,,,,
face_encode,53.0,,,,0,,,content://media/external/images/media/1000009694,,,,,,embed-full-1772435836100,,,,
clip_encode,378.0,,,,,,,content://media/external/images/media/1000009693,,,,,,embed-full-1772435836100,,,,
dino_encode,160.0,,,,,,,content://media/external/images/media/1000009693,,,,,,embed-full-1772435836100,,,,
face_encode,70.0,,,,0,,,content://media/external/images/media/1000009693,,,,,,embed-full-1772435836100,,,,
clip_encode,563.0,,,,,,,content://media/external/images/media/1000009692,,,,,,embed-full-1772435836100,,,,
dino_encode,342.0,,,,,,,content://media/external/images/media/1000009692,,,,,,embed-full-1772435836100,,,,
face_encode,132.0,,,,1,,,content://media/external/images/media/1000009692,,,,,,embed-full-1772435836100,,,,
clip_encode,634.0,,,,,,,content://media/external/images/media/1000009691,,,,,,embed-full-1772435836100,,,,
dino_encode,405.0,,,,,,,content://media/external/images/media/1000009691,,,,,,embed-full-1772435836100,,,,
face_encode,61.0,,,,0,,,content://media/external/images/media/1000009691,,,,,,embed-full-1772435836100,,,,
clip_encode,481.0,,,,,,,content://media/external/images/media/1000009690,,,,,,embed-full-1772435836100,,,,
dino_encode,277.0,,,,,,,content://media/external/images/media/1000009690,,,,,,embed-full-1772435836100,,,,
face_encode,76.0,,,,0,,,content://media/external/images/media/1000009690,,,,,,embed-full-1772435836100,,,,
clip_encode,362.0,,,,,,,content://media/external/images/media/1000009689,,,,,,embed-full-1772435836100,,,,
dino_encode,156.0,,,,,,,content://media/external/images/media/1000009689,,,,,,embed-full-1772435836100,,,,
face_encode,56.0,,,,0,,,content://media/external/images/media/1000009689,,,,,,embed-full-1772435836100,,,,
clip_encode,377.0,,,,,,,content://media/external/images/media/1000009688,,,,,,embed-full-1772435836100,,,,
dino_encode,150.0,,,,,,,content://media/external/images/media/1000009688,,,,,,embed-full-1772435836100,,,,
face_encode,84.0,,,,1,,,content://media/external/images/media/1000009688,,,,,,embed-full-1772435836100,,,,
clip_encode,463.0,,,,,,,content://media/external/images/media/1000009687,,,,,,embed-full-1772435836100,,,,
dino_encode,238.0,,,,,,,content://media/external/images/media/1000009687,,,,,,embed-full-1772435836100,,,,
face_encode,151.0,,,,3,,,content://media/external/images/media/1000009687,,,,,,embed-full-1772435836100,,,,
clip_encode,375.0,,,,,,,content://media/external/images/media/1000009686,,,,,,embed-full-1772435836100,,,,
dino_encode,151.0,,,,,,,content://media/external/images/media/1000009686,,,,,,embed-full-1772435836100,,,,
face_encode,34.0,,,,0,,,content://media/external/images/media/1000009686,,,,,,embed-full-1772435836100,,,,
clip_encode,397.0,,,,,,,content://media/external/images/media/1000009685,,,,,,embed-full-1772435836100,,,,
dino_encode,167.0,,,,,,,content://media/external/images/media/1000009685,,,,,,embed-full-1772435836100,,,,
face_encode,125.0,,,,1,,,content://media/external/images/media/1000009685,,,,,,embed-full-1772435836100,,,,
clip_encode,435.0,,,,,,,content://media/external/images/media/1000009684,,,,,,embed-full-1772435836100,,,,
dino_encode,176.0,,,,,,,content://media/external/images/media/1000009684,,,,,,embed-full-1772435836100,,,,
face_encode,76.0,,,,0,,,content://media/external/images/media/1000009684,,,,,,embed-full-1772435836100,,,,
clip_encode,398.0,,,,,,,content://media/external/images/media/1000009683,,,,,,embed-full-1772435836100,,,,
dino_encode,184.0,,,,,,,content://media/external/images/media/1000009683,,,,,,embed-full-1772435836100,,,,
face_encode,55.0,,,,0,,,content://media/external/images/media/1000009683,,,,,,embed-full-1772435836100,,,,
clip_encode,377.0,,,,,,,content://media/external/images/media/1000009682,,,,,,embed-full-1772435836100,,,,
dino_encode,154.0,,,,,,,content://media/external/images/media/1000009682,,,,,,embed-full-1772435836100,,,,
face_encode,93.0,,,,1,,,content://media/external/images/media/1000009682,,,,,,embed-full-1772435836100,,,,
clip_encode,414.0,,,,,,,content://media/external/images/media/1000009681,,,,,,embed-full-1772435836100,,,,
dino_encode,156.0,,,,,,,content://media/external/images/media/1000009681,,,,,,embed-full-1772435836100,,,,
face_encode,103.0,,,,1,,,content://media/external/images/media/1000009681,,,,,,embed-full-1772435836100,,,,
clip_encode,381.0,,,,,,,content://media/external/images/media/1000009680,,,,,,embed-full-1772435836100,,,,
dino_encode,192.0,,,,,,,content://media/external/images/media/1000009680,,,,,,embed-full-1772435836100,,,,
face_encode,101.0,,,,1,,,content://media/external/images/media/1000009680,,,,,,embed-full-1772435836100,,,,
clip_encode,384.0,,,,,,,content://media/external/images/media/1000009679,,,,,,embed-full-1772435836100,,,,
dino_encode,158.0,,,,,,,content://media/external/images/media/1000009679,,,,,,embed-full-1772435836100,,,,
face_encode,127.0,,,,1,,,content://media/external/images/media/1000009679,,,,,,embed-full-1772435836100,,,,
clip_encode,374.0,,,,,,,content://media/external/images/media/1000009678,,,,,,embed-full-1772435836100,,,,
dino_encode,155.0,,,,,,,content://media/external/images/media/1000009678,,,,,,embed-full-1772435836100,,,,
face_encode,204.0,,,,5,,,content://media/external/images/media/1000009678,,,,,,embed-full-1772435836100,,,,
clip_encode,489.0,,,,,,,content://media/external/images/media/1000009677,,,,,,embed-full-1772435836100,,,,
dino_encode,244.0,,,,,,,content://media/external/images/media/1000009677,,,,,,embed-full-1772435836100,,,,
face_encode,73.0,,,,0,,,content://media/external/images/media/1000009677,,,,,,embed-full-1772435836100,,,,
clip_encode,440.0,,,,,,,content://media/external/images/media/1000009676,,,,,,embed-full-1772435836100,,,,
dino_encode,226.0,,,,,,,content://media/external/images/media/1000009676,,,,,,embed-full-1772435836100,,,,
face_encode,126.0,,,,1,,,content://media/external/images/media/1000009676,,,,,,embed-full-1772435836100,,,,
clip_encode,398.0,,,,,,,content://media/external/images/media/1000009675,,,,,,embed-full-1772435836100,,,,
dino_encode,168.0,,,,,,,content://media/external/images/media/1000009675,,,,,,embed-full-1772435836100,,,,
face_encode,62.0,,,,0,,,content://media/external/images/media/1000009675,,,,,,embed-full-1772435836100,,,,
clip_encode,494.0,,,,,,,content://media/external/images/media/1000009674,,,,,,embed-full-1772435836100,,,,
dino_encode,260.0,,,,,,,content://media/external/images/media/1000009674,,,,,,embed-full-1772435836100,,,,
face_encode,73.0,,,,0,,,content://media/external/images/media/1000009674,,,,,,embed-full-1772435836100,,,,
clip_encode,372.0,,,,,,,content://media/external/images/media/1000009673,,,,,,embed-full-1772435836100,,,,
dino_encode,155.0,,,,,,,content://media/external/images/media/1000009673,,,,,,embed-full-1772435836100,,,,
face_encode,53.0,,,,0,,,content://media/external/images/media/1000009673,,,,,,embed-full-1772435836100,,,,
clip_encode,387.0,,,,,,,content://media/external/images/media/1000009672,,,,,,embed-full-1772435836100,,,,
dino_encode,204.0,,,,,,,content://media/external/images/media/1000009672,,,,,,embed-full-1772435836100,,,,
face_encode,50.0,,,,0,,,content://media/external/images/media/1000009672,,,,,,embed-full-1772435836100,,,,
clip_encode,372.0,,,,,,,content://media/external/images/media/1000009671,,,,,,embed-full-1772435836100,,,,
dino_encode,156.0,,,,,,,content://media/external/images/media/1000009671,,,,,,embed-full-1772435836100,,,,
face_encode,47.0,,,,0,,,content://media/external/images/media/1000009671,,,,,,embed-full-1772435836100,,,,
clip_encode,371.0,,,,,,,content://media/external/images/media/1000009670,,,,,,embed-full-1772435836100,,,,
dino_encode,154.0,,,,,,,content://media/external/images/media/1000009670,,,,,,embed-full-1772435836100,,,,
face_encode,78.0,,,,1,,,content://media/external/images/media/1000009670,,,,,,embed-full-1772435836100,,,,
clip_encode,372.0,,,,,,,content://media/external/images/media/1000009669,,,,,,embed-full-1772435836100,,,,
dino_encode,150.0,,,,,,,content://media/external/images/media/1000009669,,,,,,embed-full-1772435836100,,,,
face_encode,22.0,,,,0,,,content://media/external/images/media/1000009669,,,,,,embed-full-1772435836100,,,,
clip_encode,373.0,,,,,,,content://media/external/images/media/1000009668,,,,,,embed-full-1772435836100,,,,
dino_encode,152.0,,,,,,,content://media/external/images/media/1000009668,,,,,,embed-full-1772435836100,,,,
face_encode,20.0,,,,0,,,content://media/external/images/media/1000009668,,,,,,embed-full-1772435836100,,,,
clip_encode,460.0,,,,,,,content://media/external/images/media/1000009667,,,,,,embed-full-1772435836100,,,,
dino_encode,217.0,,,,,,,content://media/external/images/media/1000009667,,,,,,embed-full-1772435836100,,,,
face_encode,136.0,,,,1,,,content://media/external/images/media/1000009667,,,,,,embed-full-1772435836100,,,,
clip_encode,474.0,,,,,,,content://media/external/images/media/1000009666,,,,,,embed-full-1772435836100,,,,
dino_encode,254.0,,,,,,,content://media/external/images/media/1000009666,,,,,,embed-full-1772435836100,,,,
face_encode,172.0,,,,2,,,content://media/external/images/media/1000009666,,,,,,embed-full-1772435836100,,,,
clip_encode,388.0,,,,,,,content://media/external/images/media/1000009665,,,,,,embed-full-1772435836100,,,,
dino_encode,173.0,,,,,,,content://media/external/images/media/1000009665,,,,,,embed-full-1772435836100,,,,
face_encode,58.0,,,,0,,,content://media/external/images/media/1000009665,,,,,,embed-full-1772435836100,,,,
clip_encode,380.0,,,,,,,content://media/external/images/media/1000009664,,,,,,embed-full-1772435836100,,,,
dino_encode,162.0,,,,,,,content://media/external/images/media/1000009664,,,,,,embed-full-1772435836100,,,,
face_encode,75.0,,,,0,,,content://media/external/images/media/1000009664,,,,,,embed-full-1772435836100,,,,
clip_encode,367.0,,,,,,,content://media/external/images/media/1000009663,,,,,,embed-full-1772435836100,,,,
dino_encode,153.0,,,,,,,content://media/external/images/media/1000009663,,,,,,embed-full-1772435836100,,,,
face_encode,63.0,,,,0,,,content://media/external/images/media/1000009663,,,,,,embed-full-1772435836100,,,,
clip_encode,478.0,,,,,,,content://media/external/images/media/1000009662,,,,,,embed-full-1772435836100,,,,
dino_encode,275.0,,,,,,,content://media/external/images/media/1000009662,,,,,,embed-full-1772435836100,,,,
face_encode,77.0,,,,0,,,content://media/external/images/media/1000009662,,,,,,embed-full-1772435836100,,,,
clip_encode,407.0,,,,,,,content://media/external/images/media/1000009661,,,,,,embed-full-1772435836100,,,,
dino_encode,197.0,,,,,,,content://media/external/images/media/1000009661,,,,,,embed-full-1772435836100,,,,
face_encode,41.0,,,,0,,,content://media/external/images/media/1000009661,,,,,,embed-full-1772435836100,,,,
clip_encode,432.0,,,,,,,content://media/external/images/media/1000009660,,,,,,embed-full-1772435836100,,,,
dino_encode,189.0,,,,,,,content://media/external/images/media/1000009660,,,,,,embed-full-1772435836100,,,,
face_encode,69.0,,,,0,,,content://media/external/images/media/1000009660,,,,,,embed-full-1772435836100,,,,
clip_encode,441.0,,,,,,,content://media/external/images/media/1000009659,,,,,,embed-full-1772435836100,,,,
dino_encode,235.0,,,,,,,content://media/external/images/media/1000009659,,,,,,embed-full-1772435836100,,,,
face_encode,69.0,,,,0,,,content://media/external/images/media/1000009659,,,,,,embed-full-1772435836100,,,,
clip_encode,423.0,,,,,,,content://media/external/images/media/1000009658,,,,,,embed-full-1772435836100,,,,
dino_encode,184.0,,,,,,,content://media/external/images/media/1000009658,,,,,,embed-full-1772435836100,,,,
face_encode,47.0,,,,0,,,content://media/external/images/media/1000009658,,,,,,embed-full-1772435836100,,,,
clip_encode,532.0,,,,,,,content://media/external/images/media/1000009657,,,,,,embed-full-1772435836100,,,,
dino_encode,272.0,,,,,,,content://media/external/images/media/1000009657,,,,,,embed-full-1772435836100,,,,
face_encode,68.0,,,,0,,,content://media/external/images/media/1000009657,,,,,,embed-full-1772435836100,,,,
clip_encode,439.0,,,,,,,content://media/external/images/media/1000009656,,,,,,embed-full-1772435836100,,,,
dino_encode,230.0,,,,,,,content://media/external/images/media/1000009656,,,,,,embed-full-1772435836100,,,,
face_encode,70.0,,,,0,,,content://media/external/images/media/1000009656,,,,,,embed-full-1772435836100,,,,
clip_encode,407.0,,,,,,,content://media/external/images/media/1000009655,,,,,,embed-full-1772435836100,,,,
dino_encode,193.0,,,,,,,content://media/external/images/media/1000009655,,,,,,embed-full-1772435836100,,,,
face_encode,112.0,,,,1,,,content://media/external/images/media/1000009655,,,,,,embed-full-1772435836100,,,,
clip_encode,433.0,,,,,,,content://media/external/images/media/1000009654,,,,,,embed-full-1772435836100,,,,
dino_encode,203.0,,,,,,,content://media/external/images/media/1000009654,,,,,,embed-full-1772435836100,,,,
face_encode,47.0,,,,0,,,content://media/external/images/media/1000009654,,,,,,embed-full-1772435836100,,,,
clip_encode,467.0,,,,,,,content://media/external/images/media/1000009653,,,,,,embed-full-1772435836100,,,,
dino_encode,285.0,,,,,,,content://media/external/images/media/1000009653,,,,,,embed-full-1772435836100,,,,
face_encode,72.0,,,,0,,,content://media/external/images/media/1000009653,,,,,,embed-full-1772435836100,,,,
clip_encode,458.0,,,,,,,content://media/external/images/media/1000009652,,,,,,embed-full-1772435836100,,,,
dino_encode,263.0,,,,,,,content://media/external/images/media/1000009652,,,,,,embed-full-1772435836100,,,,
face_encode,166.0,,,,2,,,content://media/external/images/media/1000009652,,,,,,embed-full-1772435836100,,,,
clip_encode,504.0,,,,,,,content://media/external/images/media/1000009651,,,,,,embed-full-1772435836100,,,,
dino_encode,263.0,,,,,,,content://media/external/images/media/1000009651,,,,,,embed-full-1772435836100,,,,
face_encode,379.0,,,,9,,,content://media/external/images/media/1000009651,,,,,,embed-full-1772435836100,,,,
clip_encode,483.0,,,,,,,content://media/external/images/media/1000009650,,,,,,embed-full-1772435836100,,,,
dino_encode,251.0,,,,,,,content://media/external/images/media/1000009650,,,,,,embed-full-1772435836100,,,,
face_encode,75.0,,,,0,,,content://media/external/images/media/1000009650,,,,,,embed-full-1772435836100,,,,
clip_encode,466.0,,,,,,,content://media/external/images/media/1000009649,,,,,,embed-full-1772435836100,,,,
dino_encode,267.0,,,,,,,content://media/external/images/media/1000009649,,,,,,embed-full-1772435836100,,,,
face_encode,78.0,,,,0,,,content://media/external/images/media/1000009649,,,,,,embed-full-1772435836100,,,,
clip_encode,453.0,,,,,,,content://media/external/images/media/1000009648,,,,,,embed-full-1772435836100,,,,
dino_encode,219.0,,,,,,,content://media/external/images/media/1000009648,,,,,,embed-full-1772435836100,,,,
face_encode,135.0,,,,1,,,content://media/external/images/media/1000009648,,,,,,embed-full-1772435836100,,,,
clip_encode,477.0,,,,,,,content://media/external/images/media/1000009647,,,,,,embed-full-1772435836100,,,,
dino_encode,249.0,,,,,,,content://media/external/images/media/1000009647,,,,,,embed-full-1772435836100,,,,
face_encode,73.0,,,,0,,,content://media/external/images/media/1000009647,,,,,,embed-full-1772435836100,,,,
clip_encode,435.0,,,,,,,content://media/external/images/media/1000009646,,,,,,embed-full-1772435836100,,,,
dino_encode,239.0,,,,,,,content://media/external/images/media/1000009646,,,,,,embed-full-1772435836100,,,,
face_encode,71.0,,,,0,,,content://media/external/images/media/1000009646,,,,,,embed-full-1772435836100,,,,
clip_encode,450.0,,,,,,,content://media/external/images/media/1000009645,,,,,,embed-full-1772435836100,,,,
dino_encode,243.0,,,,,,,content://media/external/images/media/1000009645,,,,,,embed-full-1772435836100,,,,
face_encode,78.0,,,,0,,,content://media/external/images/media/1000009645,,,,,,embed-full-1772435836100,,,,
clip_encode,450.0,,,,,,,content://media/external/images/media/1000009644,,,,,,embed-full-1772435836100,,,,
dino_encode,234.0,,,,,,,content://media/external/images/media/1000009644,,,,,,embed-full-1772435836100,,,,
face_encode,67.0,,,,0,,,content://media/external/images/media/1000009644,,,,,,embed-full-1772435836100,,,,
clip_encode,443.0,,,,,,,content://media/external/images/media/1000009643,,,,,,embed-full-1772435836100,,,,
dino_encode,240.0,,,,,,,content://media/external/images/media/1000009643,,,,,,embed-full-1772435836100,,,,
face_encode,76.0,,,,0,,,content://media/external/images/media/1000009643,,,,,,embed-full-1772435836100,,,,
clip_encode,372.0,,,,,,,content://media/external/images/media/1000009642,,,,,,embed-full-1772435836100,,,,
dino_encode,165.0,,,,,,,content://media/external/images/media/1000009642,,,,,,embed-full-1772435836100,,,,
face_encode,92.0,,,,0,,,content://media/external/images/media/1000009642,,,,,,embed-full-1772435836100,,,,
clip_encode,404.0,,,,,,,content://media/external/images/media/1000009641,,,,,,embed-full-1772435836100,,,,
dino_encode,152.0,,,,,,,content://media/external/images/media/1000009641,,,,,,embed-full-1772435836100,,,,
face_encode,29.0,,,,0,,,content://media/external/images/media/1000009641,,,,,,embed-full-1772435836100,,,,
clip_encode,385.0,,,,,,,content://media/external/images/media/1000009640,,,,,,embed-full-1772435836100,,,,
dino_encode,163.0,,,,,,,content://media/external/images/media/1000009640,,,,,,embed-full-1772435836100,,,,
face_encode,125.0,,,,1,,,content://media/external/images/media/1000009640,,,,,,embed-full-1772435836100,,,,
clip_encode,415.0,,,,,,,content://media/external/images/media/1000009639,,,,,,embed-full-1772435836100,,,,
dino_encode,162.0,,,,,,,content://media/external/images/media/1000009639,,,,,,embed-full-1772435836100,,,,
face_encode,98.0,,,,0,,,content://media/external/images/media/1000009639,,,,,,embed-full-1772435836100,,,,
clip_encode,486.0,,,,,,,content://media/external/images/media/1000009638,,,,,,embed-full-1772435836100,,,,
dino_encode,280.0,,,,,,,content://media/external/images/media/1000009638,,,,,,embed-full-1772435836100,,,,
face_encode,77.0,,,,0,,,content://media/external/images/media/1000009638,,,,,,embed-full-1772435836100,,,,
clip_encode,479.0,,,,,,,content://media/external/images/media/1000009637,,,,,,embed-full-1772435836100,,,,
dino_encode,281.0,,,,,,,content://media/external/images/media/1000009637,,,,,,embed-full-1772435836100,,,,
face_encode,60.0,,,,0,,,content://media/external/images/media/1000009637,,,,,,embed-full-1772435836100,,,,
clip_encode,490.0,,,,,,,content://media/external/images/media/1000009636,,,,,,embed-full-1772435836100,,,,
dino_encode,270.0,,,,,,,content://media/external/images/media/1000009636,,,,,,embed-full-1772435836100,,,,
face_encode,69.0,,,,0,,,content://media/external/images/media/1000009636,,,,,,embed-full-1772435836100,,,,
clip_encode,429.0,,,,,,,content://media/external/images/media/1000009635,,,,,,embed-full-1772435836100,,,,
dino_encode,216.0,,,,,,,content://media/external/images/media/1000009635,,,,,,embed-full-1772435836100,,,,
face_encode,59.0,,,,0,,,content://media/external/images/media/1000009635,,,,,,embed-full-1772435836100,,,,
clip_encode,363.0,,,,,,,content://media/external/images/media/1000009634,,,,,,embed-full-1772435836100,,,,
dino_encode,185.0,,,,,,,content://media/external/images/media/1000009634,,,,,,embed-full-1772435836100,,,,
face_encode,77.0,,,,0,,,content://media/external/images/media/1000009634,,,,,,embed-full-1772435836100,,,,
clip_encode,382.0,,,,,,,content://media/external/images/media/1000009633,,,,,,embed-full-1772435836100,,,,
dino_encode,162.0,,,,,,,content://media/external/images/media/1000009633,,,,,,embed-full-1772435836100,,,,
face_encode,93.0,,,,0,,,content://media/external/images/media/1000009633,,,,,,embed-full-1772435836100,,,,
clip_encode,414.0,,,,,,,content://media/external/images/media/1000009632,,,,,,embed-full-1772435836100,,,,
dino_encode,170.0,,,,,,,content://media/external/images/media/1000009632,,,,,,embed-full-1772435836100,,,,
face_encode,63.0,,,,0,,,content://media/external/images/media/1000009632,,,,,,embed-full-1772435836100,,,,
clip_encode,376.0,,,,,,,content://media/external/images/media/1000009631,,,,,,embed-full-1772435836100,,,,
dino_encode,157.0,,,,,,,content://media/external/images/media/1000009631,,,,,,embed-full-1772435836100,,,,
face_encode,144.0,,,,1,,,content://media/external/images/media/1000009631,,,,,,embed-full-1772435836100,,,,
clip_encode,405.0,,,,,,,content://media/external/images/media/1000009630,,,,,,embed-full-1772435836100,,,,
dino_encode,216.0,,,,,,,content://media/external/images/media/1000009630,,,,,,embed-full-1772435836100,,,,
face_encode,166.0,,,,2,,,content://media/external/images/media/1000009630,,,,,,embed-full-1772435836100,,,,
clip_encode,419.0,,,,,,,content://media/external/images/media/1000009629,,,,,,embed-full-1772435836100,,,,
dino_encode,165.0,,,,,,,content://media/external/images/media/1000009629,,,,,,embed-full-1772435836100,,,,
face_encode,74.0,,,,0,,,content://media/external/images/media/1000009629,,,,,,embed-full-1772435836100,,,,
clip_encode,398.0,,,,,,,content://media/external/images/media/1000009628,,,,,,embed-full-1772435836100,,,,
dino_encode,179.0,,,,,,,content://media/external/images/media/1000009628,,,,,,embed-full-1772435836100,,,,
face_encode,150.0,,,,1,,,content://media/external/images/media/1000009628,,,,,,embed-full-1772435836100,,,,
clip_encode,387.0,,,,,,,content://media/external/images/media/1000009627,,,,,,embed-full-1772435836100,,,,
dino_encode,166.0,,,,,,,content://media/external/images/media/1000009627,,,,,,embed-full-1772435836100,,,,
face_encode,157.0,,,,1,,,content://media/external/images/media/1000009627,,,,,,embed-full-1772435836100,,,,
clip_encode,462.0,,,,,,,content://media/external/images/media/1000009626,,,,,,embed-full-1772435836100,,,,
dino_encode,205.0,,,,,,,content://media/external/images/media/1000009626,,,,,,embed-full-1772435836100,,,,
face_encode,75.0,,,,0,,,content://media/external/images/media/1000009626,,,,,,embed-full-1772435836100,,,,
clip_encode,373.0,,,,,,,content://media/external/images/media/1000009625,,,,,,embed-full-1772435836100,,,,
